coc_id,1a_1b,1a_2,1a_3,1a_4,1b_1_1_meetings,1b_1_1_voted,1b_1_1_ces,1b_1_2_meetings,1b_1_2_voted,1b_1_2_ces,1b_1_3_meetings,1b_1_3_voted,1b_1_3_ces,1b_1_4_meetings,1b_1_4_voted,1b_1_4_ces,1b_1_5_meetings,1b_1_5_voted,1b_1_5_ces,1b_1_6_meetings,1b_1_6_voted,1b_1_6_ces,1b_1_7_meetings,1b_1_7_voted,1b_1_7_ces,1b_1_8_meetings,1b_1_8_voted,1b_1_8_ces,1b_1_9_meetings,1b_1_9_voted,1b_1_9_ces,1b_1_10_meetings,1b_1_10_voted,1b_1_10_ces,1b_1_11_meetings,1b_1_11_voted,1b_1_11_ces,1b_1_12_meetings,1b_1_12_voted,1b_1_12_ces,1b_1_13_meetings,1b_1_13_voted,1b_1_13_ces,1b_1_14_meetings,1b_1_14_voted,1b_1_14_ces,1b_1_15_meetings,1b_1_15_voted,1b_1_15_ces,1b_1_16_meetings,1b_1_16_voted,1b_1_16_ces,1b_1_17_meetings,1b_1_17_voted,1b_1_17_ces,1b_1_18_meetings,1b_1_18_voted,1b_1_18_ces,1b_1_19_meetings,1b_1_19_voted,1b_1_19_ces,1b_1_20_meetings,1b_1_20_voted,1b_1_20_ces,1b_1_21_meetings,1b_1_21_voted,1b_1_21_ces,1b_1_22_meetings,1b_1_22_voted,1b_1_22_ces,1b_1_23_meetings,1b_1_23_voted,1b_1_23_ces,1b_1_24_meetings,1b_1_24_voted,1b_1_24_ces,1b_1_25_meetings,1b_1_25_voted,1b_1_25_ces,1b_1_26_meetings,1b_1_26_voted,1b_1_26_ces,1b_1_27_meetings,1b_1_27_voted,1b_1_27_ces,1b_1_28_meetings,1b_1_28_voted,1b_1_28_ces,1b_1_29_meetings,1b_1_29_voted,1b_1_29_ces,1b_1_30_meetings,1b_1_30_voted,1b_1_30_ces,1b_1_31_meetings,1b_1_31_voted,1b_1_31_ces,1b_1_32_meetings,1b_1_32_voted,1b_1_32_ces,1b_1_33_meetings,1b_1_33_voted,1b_1_33_ces,1b_1a,1b_2,1b_3,1b_4,1c_1_1,1c_1_2,1c_1_3,1c_1_4,1c_1_5,1c_1_6,1c_1_7,1c_1_8,1c_1_9,1c_1_10,1c_1_11,1c_1_12,1c_1_13,1c_1_14,1c_1_15,1c_1_16,1c_1_17,1c_2_1,1c_2_2,1c_2_3,1c_2_4,1c_3_1,1c_3_2,1c_3_3,1c_3_4,1c_3_5,1c_4_1,1c_4_2,1c_4_3,1c_4_4,1c_4a,1c_4b,1c_4c_1_mou,1c_4c_1_oth,1c_4c_2_mou,1c_4c_2_oth,1c_4c_3_mou,1c_4c_3_oth,1c_4c_4_mou,1c_4c_4_oth,1c_4c_5_mou,1c_4c_5_oth,1c_4c_6_mou,1c_4c_6_oth,1c_4c_7_mou,1c_4c_7_oth,1c_4c_8_mou,1c_4c_8_oth,1c_4c_9_mou,1c_4c_9_oth,1c_5_1,1c_5_2,1c_5_3,1c_5a,1c_5b,1c_5c_1_proj,1c_5c_1_ces,1c_5c_2_proj,1c_5c_2_ces,1c_5c_3_proj,1c_5c_3_ces,1c_5c_4_proj,1c_5c_4_ces,1c_5c_5_proj,1c_5c_5_ces,1c_5c_6_proj,1c_5c_6_ces,1c_5d,1c_5e,1c_5f,1c_6a,1c_7_pha_name_1,1c_7_ph_hhm_1,1c_7_ph_limit_hhm_1,1c_7_psh_1,1c_7_pha_name_2,1c_7_ph_hhm_2,1c_7_ph_limit_hhm_2,1c_7_psh_2,1c_7a,1c_7b_1,1c_7b_2,1c_7b_3,1c_7b_4,1c_7c_1,1c_7c_2,1c_7c_3,1c_7c_4,1c_7c_5,1c_7c_6,1c_7c_7,1c_7d_1,1c_7d_2,1c_7e,1d_1_1,1d_1_2,1d_1_3,1d_1_4,1d_2_1,1d_2_2,1d_2_3,1d_2a,1d_3,1d_4_1_policymakers,1d_4_1_prevent_crim,1d_4_2_policymakers,1d_4_2_prevent_crim,1d_4_3_policymakers,1d_4_3_prevent_crim,1d_5_hmis,1d_5_2023,1d_5_2024,1d_6_1,1d_6_2,1d_6_3,1d_6_4,1d_6_5,1d_6_6,1d_6a,1d_7,1d_7a,1d_8,1d_8a,1d_8b,1d_9_1,1d_9_2,1d_9a,1d_9b_1,1d_9b_2,1d_9b_3,1d_9b_4,1d_9b_5,1d_9b_6,1d_9b_7,1d_9b_8,1d_9b_9,1d_9b_10,1d_9b_11,1d_9c,1d_9d,1d_10,1d_10a_1_years,1d_10a_1_unsheltered,1d_10a_2_years,1d_10a_2_unsheltered,1d_10a_3_years,1d_10a_3_unsheltered,1d_10a_4_years,1d_10a_4_unsheltered,1d_10b,1d_10c,1d_11,1e_1_1,1e_1_2,1e_2_1,1e_2_2,1e_2_3,1e_2_4,1e_2_5,1e_2_6,1e_2a_1,1e_2a_2,1e_2a_3,1e_2b,1e_3,1e_4,1e_4a,1e_5_1,1e_5_2,1e_5_3,1e_5_4,1e_5a,1e_5b,1e_5c,1e_5d,2a_1,2a_2,2a_3,2a_4,2a_5_1_non_vsp,2a_5_1_vsp,2a_5_1_hmis,2a_5_1_coverage,2a_5_2_non_vsp,2a_5_2_vsp,2a_5_2_hmis,2a_5_2_coverage,2a_5_3_non_vsp,2a_5_3_vsp,2a_5_3_hmis,2a_5_3_coverage,2a_5_4_non_vsp,2a_5_4_vsp,2a_5_4_hmis,2a_5_4_coverage,2a_5_5_non_vsp,2a_5_5_vsp,2a_5_5_hmis,2a_5_5_coverage,2a_5_6_non_vsp,2a_5_6_vsp,2a_5_6_hmis,2a_5_6_coverage,2a_5a,2a_6,2b_1,2b_2,2b_3,2b_4,2c_1,2c_1a_1,2c_1a_2,2c_2,2c_3,2c_4,2c_5,2c_5a,3a_1,3a_2,3c_1,4a_1,4a_1a_1,4a_1a_2
PA-512,York City & County CoC,County of York,CA,County of York,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Nonexistent,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Nonexistent,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,Yes,No,No,No,Yes,No,No,,,,Yes,Yes,Yes,Yes,14.0,14.0,1.0,,,Yes,Yes,Yes,Yes,Yes,Yes,,,,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,5,3,6,3,2,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219,20,239,1.0,0,0,0,0.0,77,25,102,1.0,170,0,170,1.0,233,0,233,1.0,130,0,130,1.0,,Yes,,,,,,,,,,,,,Yes,Yes,No,Yes,,
PA-600,"Pittsburgh, McKeesport, Penn Hills/Allegheny County CoC",Allegheny County Department of Human Services,UFA,Allegheny County Department of Human Services,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Nonexistent,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Nonexistent,Yes,Yes,Yes,Yes,Yes,Nonexistent,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,No,,,,Yes,Yes,Yes,Yes,36.0,36.0,1.0,,,Yes,Yes,Yes,No,Yes,No,,,,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,Yes,,,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,,,,3,1,7,0,2,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,981,82,978,0.997,12,0,12,1.0,170,0,170,1.0,618,172,618,1.0,2131,0,1692,0.794,0,0,0,1.0,,Yes,,,,,,,,,,,,,Yes,Yes,No,No,,
PA-601,Western Pennsylvania CoC,Commonwealth of Pennsylvania,CA,Commonwealth of Pennsylvania,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Nonexistent,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Nonexistent,Yes,Yes,Yes,Yes,Yes,Nonexistent,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,No,No,,,,Yes,Yes,Yes,Yes,63.0,63.0,1.0,,,No,Yes,No,Yes,No,No,,,,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,18,7,18,7,4,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,602,192,415,0.5227,0,0,0,1.0,267,10,170,0.6137,592,229,821,1.0,1017,80,991,0.9034,100,0,28,0.4667,,Yes,,,,,,,,,,,,,Yes,Yes,No,Yes,,
PA-603,Beaver County CoC,County of Beaver,CA,County of Beaver,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Nonexistent,Nonexistent,Yes,Yes,Yes,No,Yes,Nonexistent,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,,,No,Yes,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,No,No,Yes,No,No,No,Yes,,,,Yes,Yes,Yes,Yes,6.0,6.0,1.0,,,Yes,Yes,Yes,Yes,Yes,Yes,,,,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,,,,8,3,8,3,8,3,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,20,89,1.0,0,0,0,0.0,12,0,12,1.0,101,0,101,1.0,195,0,195,1.0,0,0,0,0.0,,Yes,,,,,,,,,,,,,No,Yes,No,No,,
PA-605,Erie City & County CoC,County of Erie,CA,County of Erie,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Nonexistent,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Nonexistent,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,No,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,No,No,No,Yes,No,No,Yes,,,,Yes,Yes,Yes,Yes,4.0,4.0,1.0,,,Yes,No,Yes,Yes,Yes,No,,,,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,6,4,8,6,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,51,294,0.9735,10,0,10,1.0,101,36,101,1.0,146,25,146,1.0,343,0,237,0.691,90,0,90,1.0,,Yes,,,,,,,,,,,,,No,Yes,No,No,,
PR-502,Puerto Rico Balance of Commonwealth CoC,Puerto Rico Department of the Family,CA,Coalición de San Juan,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Nonexistent,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Nonexistent,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,No,Yes,,,,Yes,Yes,Yes,Yes,36.0,33.0,0.92,,,Yes,Yes,Yes,Yes,Yes,Yes,,,,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,7,7,7,7,7,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183,82,228,0.8604,12,0,12,1.0,252,62,314,1.0,74,46,120,1.0,1274,26,1151,0.8854,255,0,255,1.0,,Yes,,,,,,,,,,,,,Yes,Yes,No,Yes,,
PR-503,South-Southeast Puerto Rico CoC,"Coordinadora Moriviví, Inc.",CA,Coalicion de Coaliciones,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Nonexistent,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Nonexistent,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,Yes,Yes,Yes,Yes,41.0,38.0,0.93,,,Yes,Yes,Yes,No,Yes,Yes,,,,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,,,6,6,12,6,5,2,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196,16,16,1.0,0,0,0,1.0,30,14,14,1.0,134,100,88,1.0,465,88,0,0.933,0,0,0,1.0,,Yes,,,,,,,,,,,,,Yes,Yes,No,Yes,,
RI-500,Rhode Island Statewide CoC,Rhode Island Housing and Mortgage Finance Corporation,CA,RI Coalition to End Homelessness,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,No,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,No,No,,,,Yes,Yes,Yes,Yes,26.0,26.0,1.0,,,No,Yes,Yes,Yes,Yes,Yes,,,,No,Yes,Yes,No,Yes,No,,,,,,,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,14,0,14,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1581,92,1603,0.9582,0,0,0,1.0,122,91,211,0.9906,450,159,609,1.0,1298,57,1355,1.0,912,9,921,1.0,,Yes,,,,,,,,,,,,,Yes,Yes,No,Yes,,
SC-500,Charleston/Low Country CoC,One-Eighty Place,CA,One-Eighty Place,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Nonexistent,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,Nonexistent,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Nonexistent,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,No,No,No,,,,Yes,Yes,Yes,Yes,8.0,8.0,1.0,,,Yes,Yes,Yes,Yes,Yes,No,,,,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,8,2,8,2,2,0,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,24,86,0.6825,0,0,0,0.0,121,0,121,1.0,204,0,204,1.0,431,0,91,0.2111,0,0,0,0.0,,Yes,,,,,,,,,,,,,No,Yes,No,Yes,,
SC-501,"Greenville, Anderson, Spartanburg/Upstate CoC",United Housing Connections,CA,United Housing Connections,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,,,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,No,No,No,Yes,No,No,No,,,,No,No,No,No,17.0,17.0,1.0,,,Yes,Yes,Yes,Yes,Yes,Yes,,,,No,No,No,No,No,No,,,,,,,Yes,,,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,,,,14,6,4,3,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,841,141,363,0.3697,12,0,12,1.0,198,56,102,0.4016,82,49,131,1.0,352,17,152,0.4119,0,0,0,0.0,,Yes,,,,,,,,,,,,,Yes,Yes,No,No,,
SC-503,Sumter City & County CoC,"Eastern Carolina Homelessness Organization, Inc.",CA,"Eastern Carolina Homelessness Organization, Inc.",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Nonexistent,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Nonexistent,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,,,No,No,No,Yes,No,Yes,No,Yes,No,No,No,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,Yes,Yes,Yes,Yes,12.0,12.0,1.0,,,Yes,Yes,Yes,Yes,Yes,Yes,,,,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398,15,334,0.8087,0,0,0,0.0,140,25,165,1.0,363,0,363,1.0,409,0,360,0.8802,315,0,70,0.2222,,Yes,,,,,,,,,,,,,No,Yes,No,Yes,,
